player_name,matches_bat,innings,not_outs,runs,balls_faced,bat_avg,bat_sr,hundreds,fifties,fours,sixes,matches_bowl,overs,balls_bowled,runs_conceded,wickets,bowl_avg,economy,bowl_sr,four_wickets,five_wickets
HN Ya France,2.0,2.0,1.0,1.0,4.0,1.0,25.0,0.0,0.0,0.0,0.0,3.0,4.17,25.0,26.0,0.0,,6.24,,0.0,0.0
HR Walsh,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.33,32.0,45.0,0.0,,8.44,,0.0,0.0
HT Tector,11.0,11.0,0.0,90.0,114.0,8.18,78.95,0.0,0.0,5.0,1.0,,,,,,,,,,
Haider Ali,2.0,2.0,0.0,2.0,5.0,1.0,40.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Hamza Tahir,,,,,,,,,,,,1.0,4.0,24.0,24.0,1.0,24.0,6.0,24.0,0.0,0.0
Haris Rauf,4.0,4.0,3.0,13.0,10.0,13.0,130.0,0.0,0.0,0.0,1.0,16.0,61.83,371.0,425.0,23.0,18.48,6.87,16.13,1.0,0.0
Harmeet Singh,5.0,5.0,1.0,69.0,50.0,17.25,138.0,0.0,0.0,4.0,5.0,5.0,16.67,100.0,141.0,4.0,35.25,8.46,25.0,0.0,0.0
Hasan Ali,,,,,,,,,,,,5.0,19.83,119.0,171.0,4.0,42.75,8.62,29.75,0.0,0.0
Hasan Mahmud,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,102.0,136.0,6.0,22.67,8.0,17.0,0.0,0.0
IS Sodhi,3.0,3.0,2.0,9.0,9.0,9.0,100.0,0.0,0.0,0.0,0.0,17.0,67.5,405.0,467.0,26.0,17.96,6.92,15.58,0.0,0.0
Iftikhar Ahmed,8.0,9.0,1.0,141.0,119.0,17.62,118.49,0.0,2.0,11.0,6.0,4.0,6.0,36.0,46.0,1.0,46.0,7.67,36.0,0.0,0.0
Imad Wasim,4.0,4.0,0.0,30.0,42.0,7.5,71.43,0.0,0.0,3.0,0.0,11.0,37.67,226.0,205.0,8.0,25.62,5.44,28.25,0.0,0.0
Imran Tahir,,,,,,,,,,,,3.0,12.5,75.0,59.0,4.0,14.75,4.72,18.75,0.0,0.0
Ishan Kishan,1.0,1.0,0.0,4.0,8.0,4.0,50.0,0.0,0.0,1.0,0.0,,,,,,,,,,
J Charles,12.0,12.0,0.0,261.0,243.0,21.75,107.41,0.0,1.0,26.0,9.0,,,,,,,,,,
J Kariko,1.0,1.0,1.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,2.0,8.0,48.0,36.0,1.0,36.0,4.5,48.0,0.0,0.0
J Little,7.0,7.0,3.0,53.0,55.0,13.25,96.36,0.0,0.0,5.0,2.0,13.0,52.83,317.0,357.0,16.0,22.31,6.76,19.81,1.0,0.0
J Miyaji,3.0,3.0,1.0,26.0,37.0,13.0,70.27,0.0,0.0,0.0,0.0,3.0,9.67,58.0,61.0,2.0,30.5,6.31,29.0,0.0,0.0
JC Archer,2.0,2.0,1.0,22.0,17.0,22.0,129.41,0.0,0.0,1.0,2.0,8.0,27.17,163.0,195.0,10.0,19.5,7.18,16.3,0.0,0.0
JC Buttler,23.0,23.0,8.0,875.0,561.0,58.33,155.97,1.0,6.0,78.0,42.0,,,,,,,,,,
JDF Vandersay,2.0,2.0,1.0,3.0,8.0,3.0,37.5,0.0,0.0,0.0,0.0,3.0,12.0,72.0,65.0,3.0,21.67,5.42,24.0,0.0,0.0
JDS Neesham,11.0,11.0,5.0,149.0,97.0,24.83,153.61,0.0,0.0,5.0,9.0,5.0,11.33,68.0,85.0,3.0,28.33,7.5,22.67,0.0,0.0
JE Root,5.0,5.0,1.0,237.0,162.0,59.25,146.3,0.0,2.0,23.0,6.0,2.0,2.0,12.0,22.0,2.0,11.0,11.0,6.0,0.0,0.0
JE Taylor,,,,,,,,,,,,1.0,3.5,21.0,30.0,0.0,,8.57,,0.0,0.0
JH Davey,5.0,5.0,2.0,41.0,27.0,13.67,151.85,0.0,0.0,1.0,3.0,9.0,31.33,188.0,228.0,12.0,19.0,7.28,15.67,1.0,0.0
JJ Atkinson,1.0,1.0,0.0,13.0,19.0,13.0,68.42,0.0,0.0,2.0,0.0,,,,,,,,,,
JJ Bumrah,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,61.33,368.0,358.0,22.0,16.27,5.84,16.73,0.0,0.0
JJ Roy,10.0,10.0,0.0,301.0,205.0,30.1,146.83,0.0,2.0,32.0,12.0,,,,,,,,,,
JJ Smit,13.0,13.0,7.0,139.0,130.0,23.17,106.92,0.0,0.0,10.0,5.0,10.0,33.17,199.0,260.0,6.0,43.33,7.84,33.17,0.0,0.0
JM Bairstow,12.0,12.0,4.0,157.0,124.0,19.62,126.61,0.0,0.0,16.0,6.0,,,,,,,,,,
JN Frylinck,9.0,9.0,1.0,178.0,184.0,22.25,96.74,0.0,0.0,14.0,1.0,9.0,31.33,188.0,208.0,12.0,17.33,6.64,15.67,0.0,0.0
JN Loftie-Eaton,7.0,7.0,1.0,36.0,40.0,6.0,90.0,0.0,0.0,1.0,2.0,5.0,10.17,61.0,91.0,0.0,,8.95,,0.0,0.0
JO Holder,5.0,5.0,2.0,66.0,47.0,22.0,140.43,0.0,0.0,4.0,4.0,6.0,21.17,127.0,136.0,6.0,22.67,6.43,21.17,0.0,0.0
JOA Gordon,,,,,,,,,,,,3.0,11.67,70.0,78.0,3.0,26.0,6.69,23.33,0.0,0.0
JP Duminy,1.0,1.0,1.0,54.0,28.0,,192.86,0.0,1.0,3.0,3.0,1.0,3.0,18.0,31.0,1.0,31.0,10.33,18.0,0.0,0.0
JP Faulkner,3.0,3.0,1.0,17.0,17.0,8.5,100.0,0.0,0.0,2.0,0.0,4.0,13.17,79.0,110.0,8.0,13.75,8.35,9.88,1.0,1.0
JP Kotze,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
JR Hazlewood,1.0,1.0,1.0,1.0,1.0,,100.0,0.0,0.0,0.0,0.0,17.0,65.33,392.0,448.0,19.0,23.58,6.86,20.63,1.0,0.0
JT Brassell,1.0,1.0,1.0,2.0,3.0,,66.67,0.0,0.0,0.0,0.0,2.0,2.67,16.0,46.0,0.0,,17.25,,0.0,0.0
JW Hastings,1.0,1.0,0.0,3.0,4.0,3.0,75.0,0.0,0.0,0.0,0.0,1.0,3.0,18.0,24.0,0.0,,8.0,,0.0,0.0
Jaker Ali,4.0,4.0,1.0,35.0,46.0,11.67,76.09,0.0,0.0,3.0,0.0,,,,,,,,,,
Jasdeep Singh,2.0,2.0,1.0,4.0,13.0,4.0,30.77,0.0,0.0,0.0,0.0,4.0,12.83,77.0,123.0,1.0,123.0,9.58,77.0,0.0,0.0
Jatinder Singh,5.0,5.0,1.0,162.0,122.0,40.5,132.79,0.0,1.0,16.0,5.0,,,,,,,,,,
Junaid Siddique,2.0,2.0,1.0,18.0,17.0,18.0,105.88,0.0,0.0,1.0,1.0,3.0,12.83,77.0,99.0,4.0,24.75,7.71,19.25,0.0,0.0
Junaid Siddiqui,,,,,,,,,,,,2.0,7.17,43.0,55.0,1.0,55.0,7.67,43.0,0.0,0.0
K Bhurtel,3.0,3.0,0.0,24.0,39.0,8.0,61.54,0.0,0.0,3.0,1.0,2.0,8.5,51.0,43.0,4.0,10.75,5.06,12.75,1.0,0.0
K Birkenstock,,,,,,,,,,,,1.0,2.0,12.0,9.0,0.0,,4.5,,0.0,0.0
K Doriga,6.0,6.0,2.0,108.0,92.0,27.0,117.39,0.0,0.0,7.0,4.0,,,,,,,,,,
K Rabada,7.0,7.0,4.0,51.0,47.0,17.0,108.51,0.0,0.0,4.0,2.0,20.0,74.5,447.0,587.0,24.0,24.46,7.88,18.62,0.0,0.0
K Waiswa,3.0,3.0,1.0,19.0,44.0,9.5,43.18,0.0,0.0,2.0,0.0,,,,,,,,,,
KA Maharaj,7.0,7.0,4.0,26.0,38.0,8.67,68.42,0.0,0.0,1.0,1.0,16.0,59.0,354.0,390.0,18.0,21.67,6.61,19.67,0.0,0.0
KA Pollard,5.0,5.0,1.0,90.0,84.0,22.5,107.14,0.0,0.0,6.0,3.0,3.0,2.5,15.0,23.0,0.0,,9.2,,0.0,0.0
KD Karthik,3.0,3.0,0.0,14.0,22.0,4.67,63.64,0.0,0.0,1.0,0.0,,,,,,,,,,
KD Shah,1.0,1.0,1.0,7.0,5.0,,140.0,0.0,0.0,1.0,0.0,,,,,,,,,,
KH Prajapati,5.0,5.0,0.0,40.0,59.0,8.0,67.8,0.0,0.0,2.0,3.0,,,,,,,,,,
KIC Asalanka,15.0,15.0,3.0,414.0,303.0,34.5,136.63,0.0,2.0,33.0,17.0,2.0,2.0,12.0,22.0,0.0,,11.0,,0.0,0.0
KJ Abbott,,,,,,,,,,,,2.0,7.83,47.0,60.0,5.0,12.0,7.66,9.4,0.0,0.0
KJ Coetzer,8.0,8.0,1.0,97.0,98.0,13.86,98.98,0.0,0.0,10.0,3.0,,,,,,,,,,
KJ O'Brien,5.0,5.0,0.0,53.0,51.0,10.6,103.92,0.0,0.0,6.0,0.0,4.0,8.67,52.0,72.0,2.0,36.0,8.31,26.0,0.0,0.0
KL Rahul,10.0,10.0,1.0,253.0,185.0,28.11,136.76,0.0,4.0,21.0,13.0,,,,,,,,,,
KMDN Kulasekara,1.0,1.0,0.0,7.0,8.0,7.0,87.5,0.0,0.0,0.0,0.0,1.0,2.17,13.0,17.0,0.0,,7.85,,0.0,0.0
KP Meiyappan,1.0,1.0,0.0,4.0,8.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,12.0,72.0,76.0,5.0,15.2,6.33,14.4,0.0,0.0
KR Mayers,4.0,4.0,0.0,69.0,64.0,17.25,107.81,0.0,0.0,8.0,3.0,2.0,3.5,21.0,43.0,0.0,,12.29,,0.0,0.0
KS Williamson,18.0,18.0,2.0,496.0,434.0,31.0,114.29,0.0,2.0,44.0,12.0,1.0,1.0,6.0,3.0,0.0,,3.0,,0.0,0.0
KV Morea,5.0,5.0,3.0,17.0,19.0,8.5,89.47,0.0,0.0,0.0,1.0,5.0,16.0,96.0,110.0,8.0,13.75,6.88,12.0,1.0,0.0
Kaleem Sana,1.0,1.0,1.0,13.0,14.0,,92.86,0.0,0.0,0.0,1.0,3.0,12.17,73.0,93.0,1.0,93.0,7.64,73.0,0.0,0.0
Kaleemullah,4.0,4.0,1.0,18.0,17.0,6.0,105.88,0.0,0.0,2.0,0.0,6.0,15.17,91.0,117.0,6.0,19.5,7.71,15.17,0.0,0.0
Karan KC,1.0,1.0,0.0,17.0,12.0,17.0,141.67,0.0,0.0,0.0,2.0,2.0,4.0,24.0,26.0,0.0,,6.5,,0.0,0.0
Kashif Daud,2.0,2.0,0.0,15.0,18.0,7.5,83.33,0.0,0.0,0.0,1.0,2.0,2.0,12.0,19.0,0.0,,9.5,,0.0,0.0
Khalid Kail,4.0,4.0,0.0,48.0,61.0,12.0,78.69,0.0,0.0,2.0,1.0,,,,,,,,,,
Khalid Latif,2.0,2.0,0.0,49.0,48.0,24.5,102.08,0.0,0.0,4.0,1.0,,,,,,,,,,
Khawar Ali,2.0,2.0,0.0,42.0,40.0,21.0,105.0,0.0,0.0,4.0,3.0,4.0,12.0,72.0,90.0,3.0,30.0,7.5,24.0,0.0,0.0
Kuldeep Yadav,,,,,,,,,,,,4.0,16.0,96.0,107.0,8.0,13.38,6.69,12.0,0.0,0.0
Kushal Malla,3.0,3.0,0.0,37.0,52.0,12.33,71.15,0.0,0.0,2.0,1.0,1.0,2.0,12.0,18.0,0.0,,9.0,,0.0,0.0
L Ngidi,1.0,1.0,1.0,4.0,1.0,,400.0,0.0,0.0,1.0,0.0,4.0,13.67,82.0,116.0,7.0,16.57,8.49,11.71,1.0,0.0
L Ronchi,5.0,5.0,2.0,50.0,33.0,16.67,151.52,0.0,0.0,3.0,2.0,,,,,,,,,,
L Siaka,5.0,5.0,0.0,27.0,45.0,5.4,60.0,0.0,0.0,2.0,0.0,2.0,3.17,19.0,26.0,0.0,,8.21,,0.0,0.0
L Tucker,10.0,10.0,2.0,226.0,193.0,28.25,117.1,0.0,1.0,21.0,4.0,,,,,,,,,,
LD Chandimal,5.0,5.0,0.0,49.0,59.0,9.8,83.05,0.0,0.0,4.0,2.0,,,,,,,,,,
LE Plunkett,1.0,1.0,0.0,4.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,3.0,12.67,76.0,91.0,2.0,45.5,7.18,38.0,0.0,0.0
LH Ferguson,,,,,,,,,,,,8.0,32.5,195.0,200.0,13.0,15.38,6.15,15.0,0.0,0.0
LM Jongwe,4.0,4.0,1.0,55.0,41.0,18.33,134.15,0.0,0.0,6.0,1.0,3.0,5.67,34.0,59.0,2.0,29.5,10.41,17.0,0.0,0.0
LMP Simmons,4.0,4.0,1.0,101.0,94.0,33.67,107.45,0.0,1.0,7.0,5.0,,,,,,,,,,
LRPL Taylor,5.0,5.0,1.0,91.0,80.0,22.75,113.75,0.0,0.0,5.0,3.0,,,,,,,,,,
LS Livingstone,11.0,11.0,2.0,144.0,101.0,16.0,142.57,0.0,0.0,6.0,10.0,13.0,38.5,231.0,267.0,12.0,22.25,6.94,19.25,0.0,0.0
LV van Beek,10.0,10.0,4.0,57.0,65.0,9.5,87.69,0.0,0.0,3.0,0.0,13.0,44.17,265.0,353.0,10.0,35.3,7.99,26.5,0.0,0.0
Liton Das,19.0,19.0,0.0,345.0,330.0,18.16,104.55,0.0,1.0,28.0,8.0,,,,,,,,,,
M Ansari,2.0,2.0,2.0,3.0,4.0,,75.0,0.0,0.0,0.0,0.0,2.0,8.67,52.0,93.0,3.0,31.0,10.73,17.33,0.0,0.0
M Jansen,6.0,6.0,2.0,32.0,33.0,8.0,96.97,0.0,0.0,1.0,1.0,8.0,30.5,183.0,203.0,4.0,50.75,6.66,45.75,0.0,0.0
M Levitt,4.0,4.0,0.0,50.0,45.0,12.5,111.11,0.0,0.0,4.0,4.0,,,,,,,,,,
M Pathirana,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.67,64.0,53.0,3.0,17.67,4.97,21.33,0.0,0.0
M Shumba,7.0,7.0,1.0,65.0,82.0,10.83,79.27,0.0,0.0,5.0,0.0,,,,,,,,,,
M Theekshana,6.0,6.0,3.0,27.0,38.0,9.0,71.05,0.0,0.0,2.0,1.0,17.0,62.17,373.0,366.0,18.0,20.33,5.89,20.72,0.0,0.0
M van Lingen,10.0,10.0,0.0,137.0,140.0,13.7,97.86,0.0,0.0,14.0,4.0,2.0,2.33,14.0,28.0,0.0,,12.0,,0.0,0.0
MA Jones,7.0,7.0,1.0,199.0,143.0,33.17,139.16,0.0,1.0,18.0,9.0,,,,,,,,,,
MA Leask,12.0,12.0,2.0,212.0,145.0,21.2,146.21,0.0,0.0,16.0,11.0,12.0,33.33,200.0,252.0,9.0,28.0,7.56,22.22,0.0,0.0
MA Starc,3.0,3.0,1.0,21.0,20.0,10.5,105.0,0.0,0.0,1.0,1.0,15.0,60.83,365.0,521.0,17.0,30.65,8.56,21.47,0.0,0.0
MA Wood,1.0,1.0,1.0,1.0,1.0,,100.0,0.0,0.0,0.0,0.0,10.0,33.33,200.0,285.0,10.0,28.5,8.55,20.0,0.0,0.0
MB Kruger,2.0,2.0,1.0,3.0,9.0,3.0,33.33,0.0,0.0,0.0,0.0,,,,,,,,,,
MC Sorensen,1.0,1.0,0.0,9.0,7.0,9.0,128.57,0.0,0.0,0.0,0.0,1.0,3.33,20.0,31.0,2.0,15.5,9.3,10.0,0.0,0.0
MD Gunathilaka,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
MD Patel,2.0,2.0,0.0,66.0,54.0,33.0,122.22,0.0,1.0,9.0,1.0,,,,,,,,,,
MD Shanaka,17.0,17.0,4.0,221.0,201.0,17.0,109.95,0.0,0.0,18.0,9.0,13.0,20.5,123.0,153.0,5.0,30.6,7.46,24.6,0.0,0.0
MDKJ Perera,8.0,8.0,1.0,123.0,101.0,17.57,121.78,0.0,0.0,15.0,2.0,,,,,,,,,,
MG Erasmus,14.0,15.0,3.0,301.0,285.0,25.08,105.61,0.0,2.0,25.0,6.0,8.0,20.83,125.0,131.0,5.0,26.2,6.29,25.0,0.0,0.0
MH Cross,15.0,15.0,2.0,225.0,239.0,17.31,94.14,0.0,0.0,16.0,7.0,,,,,,,,,,
MJ Guptill,10.0,10.0,0.0,320.0,238.0,32.0,134.45,0.0,2.0,32.0,16.0,,,,,,,,,,
MJ McClenaghan,2.0,2.0,1.0,7.0,3.0,7.0,233.33,0.0,0.0,0.0,1.0,4.0,11.0,66.0,88.0,4.0,22.0,8.0,16.5,0.0,0.0
MJ Santner,11.0,11.0,5.0,86.0,64.0,14.33,134.38,0.0,0.0,4.0,5.0,19.0,69.17,415.0,429.0,25.0,17.16,6.2,16.6,1.0,0.0
MM Ali,16.0,16.0,4.0,227.0,171.0,18.92,132.75,0.0,1.0,15.0,11.0,14.0,37.17,223.0,277.0,14.0,19.79,7.45,15.93,0.0,0.0
MN Samuels,5.0,5.0,1.0,176.0,156.0,44.0,112.82,0.0,1.0,25.0,2.0,,,,,,,,,,
MN Waller,1.0,1.0,0.0,13.0,13.0,13.0,100.0,0.0,0.0,1.0,0.0,,,,,,,,,,
MP O'Dowd,15.0,15.0,2.0,444.0,399.0,34.15,111.28,0.0,5.0,42.0,11.0,,,,,,,,,,
MP Stoinis,11.0,11.0,5.0,339.0,201.0,56.5,168.66,0.0,3.0,27.0,20.0,9.0,26.67,160.0,229.0,10.0,22.9,8.59,16.0,0.0,0.0
MR Adair,10.0,10.0,0.0,87.0,84.0,8.7,103.57,0.0,0.0,6.0,2.0,13.0,49.33,296.0,352.0,13.0,27.08,7.14,22.77,0.0,0.0
MR Marsh,16.0,16.0,3.0,389.0,304.0,29.92,127.96,0.0,2.0,34.0,19.0,6.0,11.33,68.0,90.0,1.0,90.0,7.94,68.0,0.0,0.0
MRJ Watt,6.0,6.0,2.0,50.0,45.0,12.5,111.11,0.0,0.0,5.0,0.0,15.0,60.17,361.0,381.0,17.0,22.41,6.33,21.24,0.0,0.0
MS Chapman,1.0,1.0,0.0,40.0,41.0,40.0,97.56,0.0,0.0,1.0,1.0,1.0,2.0,12.0,19.0,0.0,,9.5,,0.0,0.0
MS Dhoni,5.0,5.0,4.0,89.0,70.0,89.0,127.14,0.0,0.0,6.0,2.0,,,,,,,,,,
MS Wade,8.0,8.0,5.0,105.0,69.0,35.0,152.17,0.0,0.0,10.0,4.0,,,,,,,,,,
MW Machan,2.0,2.0,1.0,24.0,10.0,24.0,240.0,0.0,0.0,4.0,1.0,1.0,4.0,24.0,26.0,2.0,13.0,6.5,12.0,0.0,0.0
Mahedi Hasan,8.0,8.0,3.0,58.0,53.0,11.6,109.43,0.0,0.0,6.0,2.0,9.0,33.33,200.0,202.0,8.0,25.25,6.06,25.0,0.0,0.0
Mahmudullah,19.0,19.0,4.0,344.0,305.0,22.93,112.79,0.0,1.0,28.0,10.0,10.0,17.5,105.0,127.0,2.0,63.5,7.26,52.5,0.0,0.0
Mashrafe Mortaza,4.0,4.0,1.0,31.0,24.0,10.33,129.17,0.0,0.0,2.0,3.0,6.0,17.33,104.0,125.0,3.0,41.67,7.21,34.67,0.0,0.0
Mehedi Hasan Miraz,1.0,1.0,0.0,11.0,13.0,11.0,84.62,0.0,0.0,0.0,0.0,1.0,3.0,18.0,32.0,0.0,,10.67,,0.0,0.0
Mehran Khan,6.0,6.0,0.0,52.0,45.0,8.67,115.56,0.0,0.0,4.0,2.0,4.0,9.33,56.0,77.0,6.0,12.83,8.25,9.33,0.0,0.0
Milind Kumar,2.0,2.0,0.0,23.0,27.0,11.5,85.19,0.0,0.0,1.0,0.0,1.0,1.17,7.0,22.0,0.0,,18.86,,0.0,0.0
Mohammad Amir,,,,,,,,,,,,8.0,33.83,203.0,217.0,10.0,21.7,6.41,20.3,0.0,0.0
Mohammad Hafeez,6.0,6.0,3.0,144.0,89.0,48.0,161.8,0.0,1.0,16.0,4.0,4.0,6.33,38.0,52.0,1.0,52.0,8.21,38.0,0.0,0.0
Mohammad Haris,4.0,4.0,0.0,97.0,67.0,24.25,144.78,0.0,0.0,6.0,6.0,,,,,,,,,,
Mohammad Irfan,,,,,,,,,,,,3.0,11.17,67.0,102.0,2.0,51.0,9.13,33.5,0.0,0.0
Mohammad Mithun,4.0,4.0,0.0,37.0,46.0,9.25,80.43,0.0,0.0,2.0,1.0,,,,,,,,,,
Mohammad Nadeem,3.0,3.0,1.0,45.0,43.0,22.5,104.65,0.0,0.0,1.0,3.0,3.0,9.17,55.0,82.0,0.0,,8.95,,0.0,0.0
Mohammad Naim,7.0,7.0,0.0,174.0,157.0,24.86,110.83,0.0,2.0,15.0,4.0,,,,,,,,,,
Mohammad Nawaz,5.0,5.0,0.0,68.0,64.0,13.6,106.25,0.0,0.0,7.0,2.0,4.0,9.5,57.0,70.0,3.0,23.33,7.37,19.0,0.0,0.0
Mohammad Rizwan,16.0,16.0,3.0,558.0,491.0,42.92,113.65,0.0,5.0,43.0,18.0,,,,,,,,,,
Mohammad Saifuddin,3.0,3.0,2.0,24.0,9.0,24.0,266.67,0.0,0.0,2.0,2.0,4.0,16.17,97.0,107.0,5.0,21.4,6.62,19.4,0.0,0.0
Mohammad Sami,1.0,1.0,1.0,4.0,2.0,,200.0,0.0,0.0,1.0,0.0,3.0,10.83,65.0,97.0,4.0,24.25,8.95,16.25,0.0,0.0
Mohammad Wasim,3.0,3.0,1.0,16.0,22.0,8.0,72.73,0.0,0.0,2.0,0.0,6.0,18.33,110.0,129.0,8.0,16.12,7.04,13.75,1.0,0.0
Mohammed Shami,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.5,195.0,253.0,9.0,28.11,7.78,21.67,0.0,0.0
Mohammed Siraj,1.0,1.0,1.0,7.0,7.0,,100.0,0.0,0.0,0.0,0.0,3.0,11.33,68.0,58.0,1.0,58.0,5.12,68.0,0.0,0.0
Mosaddek Hossain,5.0,5.0,1.0,38.0,39.0,9.5,97.44,0.0,0.0,2.0,2.0,3.0,7.33,44.0,69.0,2.0,34.5,9.41,22.0,0.0,0.0
Mudassar Bukhari,1.0,1.0,0.0,14.0,5.0,14.0,280.0,0.0,0.0,1.0,1.0,2.0,5.0,30.0,37.0,0.0,,7.4,,0.0,0.0
Mushfiqur Rahim,13.0,13.0,2.0,188.0,169.0,17.09,111.24,0.0,1.0,18.0,4.0,,,,,,,,,,
Mustafizur Rahman,7.0,7.0,1.0,24.0,24.0,4.0,100.0,0.0,0.0,0.0,2.0,21.0,82.17,493.0,561.0,27.0,20.78,6.83,18.26,2.0,1.0
N Davin,4.0,4.0,0.0,64.0,66.0,16.0,96.97,0.0,0.0,7.0,2.0,,,,,,,,,,
N Dutta,,,,,,,,,,,,1.0,3.17,19.0,41.0,1.0,41.0,12.95,19.0,0.0,0.0
N Pokana,2.0,2.0,1.0,6.0,11.0,6.0,54.55,0.0,0.0,0.0,0.0,2.0,6.33,38.0,55.0,0.0,,8.68,,0.0,0.0
N Pooran,14.0,14.0,1.0,258.0,208.0,19.85,124.04,0.0,0.0,19.0,15.0,,,,,,,,,,
N Thushara,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,72.0,63.0,8.0,7.88,5.25,9.0,1.0,0.0
N Vanua,5.0,5.0,0.0,67.0,64.0,13.4,104.69,0.0,0.0,3.0,3.0,2.0,6.0,36.0,25.0,2.0,12.5,4.17,18.0,0.0,0.0
NA Rock,2.0,2.0,0.0,6.0,8.0,3.0,75.0,0.0,0.0,0.0,0.0,,,,,,,,,,
NJ O'Brien,2.0,2.0,1.0,20.0,19.0,20.0,105.26,0.0,0.0,1.0,0.0,,,,,,,,,,
NL McCullum,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.17,31.0,21.0,3.0,7.0,4.06,10.33,0.0,0.0
NLTC Perera,3.0,3.0,0.0,68.0,47.0,22.67,144.68,0.0,0.0,7.0,3.0,3.0,4.83,29.0,55.0,0.0,,11.38,,0.0,0.0
NM Coulter-Nile,1.0,1.0,0.0,1.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,4.0,16.17,97.0,136.0,1.0,136.0,8.41,97.0,0.0,0.0
NP Kenjige,2.0,2.0,0.0,1.0,4.0,0.5,25.0,0.0,0.0,0.0,0.0,4.0,10.0,60.0,89.0,3.0,29.67,8.9,20.0,0.0,0.0
NR Kirton,3.0,3.0,0.0,101.0,72.0,33.67,140.28,0.0,1.0,6.0,4.0,,,,,,,,,,
NR Kumar,5.0,5.0,1.0,99.0,86.0,24.75,115.12,0.0,0.0,6.0,4.0,,,,,,,,,,
NS Dhaliwal,3.0,3.0,0.0,71.0,61.0,23.67,116.39,0.0,1.0,8.0,3.0,,,,,,,,,,
NT Ellis,,,,,,,,,,,,3.0,11.67,70.0,75.0,4.0,18.75,6.43,17.5,0.0,0.0
